ISBSG Project ID;Data Quality Rating;UFP rating;Year of Project;Industry Sector;Organisation Type;Application Group;Application Type;Development Type;Development Platform;Language Type;Primary Programming Language;Count Approach;Functional Size;Relative Size;Adjusted Function Points;Value Adjustment Factor;Normalised Work Effort Level 1;Normalised Work Effort;Summary Work Effort;Normalised Level 1 PDR (ufp);Normalised PDR (ufp);Pre 2002 PDR (afp);Defect Density;Speed of Delivery;Manpower Delivery Rate;Project Elapsed Time;Project Inactive Time;Implementation Date;Project Activity Scope;Effort Plan;Effort Specify;Effort Design;Effort Build;Effort Test;Effort Implement;Effort Unrecorded;Minor Defects;Major Defects;Extreme Defects;Total Defects Delivered;Business Area Type;Software Process CMM;Software Process CMMI;Software Process SPICE;Software Process ISO;Software Process TICKIT;Software Process Other;Package Customisation;Degree of Customisation;Architecture;Client Server?;Client Roles;Server Roles;Type of Server;Client/Server Description;Web Development;Development Methodologies;Development Techniques;JAD Method Used;Prototyping Used;Planning Documents;Specification Documents;Specification Techniques;Design Documents;Design Techniques;Build Products;Build Activity;Test Documents;Test Activity;Implement Documents;Implement Activity;Functional Sizing Technique;FP Standard;FP Standards All;Reference Table Approach;1st Hardware;1st Language;1st Operating System;Integrated Development Environment;1st Debugging Tool;1st Data Base System;1st Component Server;1st Web Server;1st Message Server;1st Other Platform;2nd Hardware;2nd Language;2nd Operating System;2nd Data Base System;2nd Component Server;2nd Web Server;2nd Message Server;2nd Other Platform;CASE Tool Used;Used Methodology;How Methodology Acquired;User Base - Business Units;User Base - Locations;User Base - Distinct Users;User Base - Concurrent Users;Intended Market;Target Platform;Device Embedded;Recording Method;Resource Level;Team Size Group;Max Team Size;Average Team Size;Ratio of Project Work Effort to Non-Project Activity;Percentage of Uncollected Work Effort;Input count;Output count;Enquiry count;File count;Interface count;Added count;Changed count;Deleted count;COSMIC Entry;COSMIC Exit;COSMIC Read;COSMIC Write;Lines of Code;Lines of Code not Statements;Other Size Units
26758;B;C;2004;Financial;"Financial, Property & Business Services;";Business Application;"Financial transaction process/accounting;Data Warehouse;";Enhancement;;4GL;;IFPUG 4+;;3. S;91;;3098;3098;3098;;;34;;;;3,5;0;20-abr-04;;;;;;;;3098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"4GL;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26761;B;B;2004;Insurance;"Insurance;";;;Enhancement;Multi;4GL;;FiSMA;;3. S;90;;1210;1210;1210;;;13,4;;;;7;1,5;19-mar-04;"Planning;Specification;Build;Test;Implement;";;297;0;568;171;174;0;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;"Effort estimates;";;"Seer method;";;"Test planning;";;"Functional sizing;System testing;";;;"Automated by a tool;";FiSMA;"FiSMA;";;"Multi Platform;";"4GL;";;;;;;;;;;;;;;;;;Yes;Yes;;;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26763;B;C;2006;Communication;"Communications;";Real-Time Application;"Embedded system/real-time application;";Enhancement;Multi;3GL;;IFPUG 4+;;3. S;73;;1867;1867;1867;;;25,6;;;;;;2006;;;;;;;;1867;;;;;;;;;;;;;;Client server;Yes;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"3GL;";;;;"Interactive;";;;;"Client/server;";;;;;;;;;;Yes;;;;;;;DE   (Mobile or Device Embedded);;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26764;B;;2006;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";New Development;MF;3GL;Java;COSMIC;556;5. M2;556;;6802;6802;6190;12,2;12,2;11,1;;34,3;;16,2;;01-may-06;;;370;1117;2725;1978;0;0;;;;;;;CMMI Level-1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";COSMIC 3.0;"COSMIC 3.0;";;;"Java;";"Tandem/NSK;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26765;A;A;2000;Communication;"Communications;";Business Application;"Management Information System;";Enhancement;MR;3GL;Java;IFPUG 4+;475;5. M2;551;1,16;2934;2934;2435;6,2;6,2;4,4;;36,5;9,1;13;;ago-00;"Specification;Build;Test;";;571;;1262;602;;0;;;;;"Telecommunications;";;;;;;;;;Stand alone;;;;;;;"Multifunctional Teams;Rapid Application Development (RAD);";"Business Area Modelling;Data Modelling;Process Modelling;";;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Counted each table as a logical file;";"SUN;";"Java;";"UNIX;";;;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";2;;;25;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;4;4;100%;;188;116;52;114;5;223;231;21;;;;;;;
26774;B;C;2000;Insurance;"Insurance;";;;Enhancement;MF;3GL;PL/I;FiSMA;;4. M1;193;;2108;2108;1117;;;5,8;;;;6;1;04-oct-00;"Design;Build;Implement;";;;300;817;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Mainframe;";"PL/I;";;;;;;;;;;;;;;;;;;Yes;;;;1;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26775;B;A;1995;Financial;"Financial, Property & Business Services;";Business Application;"Management Information System;";Enhancement;MF;4GL;NATURAL;IFPUG old;147;4. M1;144;0,98;124;124;124;0,8;0,8;0,9;0;49;16,3;3;;feb-95;;;;;;;;124;0;0;0;0;"Banking;";;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";IFPUG 3;"IFPUG 3;";"Counted each table as a logical file;";"IBM;";"NATURAL;";"MVS;";;No;"ADABAS;";;;;"TSO/CICS;";;;;;;;;;No;Yes;;02-may;>5;;>5;"In-house for internal business unit;";;;Staff hours (derived);1;03-abr;3;;;;40;53;12;42;0;29;118;0;;;;;;;
26782;B;B;1997;Education;"Education Institution;";Business Application;"Class Management;";New Development;PC;4GL;DELPHI;IFPUG 4+;180;4. M1;180;;1506;1506;1506;8,4;8,4;8,4;;15,5;15,5;11,6;;25-oct-97;;;;;;;;1506;;;;;;;;;;;;;;;;;;;;;"Rapid Application Development (RAD);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"DELPHI;";;;;;;;;;;;;;;;;;;;;;;;;;;;Timesheets;1;1;1;;;;;;;;;180;;;;;;;;;
26784;B;A;2001;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;3GL;COBOL;IFPUG 4+;263;4. M1;263;;5461;5461;5461;20,8;20,8;20,8;;131,5;;2;0;01-dic-01;"Planning;Specification;Build;Test;";;;;;;;5461;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"COBOL;";"OS/400;";;;"DB2/400;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;Unable to estimate;39;52;129;28;15;152;108;3;;;;;;;
26792;A;A;2008;Communication;"Communications;Telecom & Networking;";Mathematically-Intensive Application;"Network Management;Telecom & Networking;";Enhancement;PC;3GL;C++;IFPUG 4+;313;5. M2;394;1,26;1196;1196;1088;3,8;3,8;2,8;0;52,2;7,5;6;;23-jul-08;;;240;88;300;400;60;0;0;0;0;0;;Software-CMM Level 5;CMMI Level 5;;ISO 9002 ISO 9001:2000;;;;;Client server;Yes;"Business logic or rule processing;Web/HTML browser;";"Database server;Object/component server;Security/authentication;";;;;;"Data Modelling;Regression Testing;";;;"Business Case;Feasibility Study;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Software Development Plan;Vision/Objectives;";"Requirements Specification;Functional Specification;Logical Data/ER Model;Use Case Model;External/System Interface Specifications;";"Specification Review;";"System Architecture Spec;Technical Specification;Database/Data File Design;Detailed Design Documents;";"Design Review/Inspection;Useability Review/Testing;";"Source Code/Objects;Database Objects;Unit Test Plans/Designs;Binaries;";"Unit Testing;Code Review/Inspection;System Integration;";"Test Plans/Designs;Test Data;";"Create & Run Automated Testing;Regression Testing;";"Installation Procedures;Release Description/Notes;Incident/Defect Lists;Scripts need to run during installation;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Support;";"Wholly manual;";IFPUG 4.2;"IFPUG 4.2;";"Counted each table as a logical file;";;"C++;Java;Shell Script;SQL/Procedures;";"HP-UX;";Yes;"CQ;SCME;";"Oracle;";"CORBA;";No;No;;;;;;"MQ-Series;";;;;;Yes;"Developed In-house;";;1;2;;"Customer & users 1 org, team in another;";Multi Platform;;Recorded total hours each day or week;1;05-ago;7;2,2;80%;5% - 10% of recorded effort;180;30;98;0;5;25;288;0;;;;;;;
26798;D;B;1999;Insurance;"Insurance;";;;Enhancement;MF;3GL;COBOL;IFPUG 4+;15290;8. XXL;16819;;;7129;7129;;0,5;0,4;;1911,3;;8;;abr-99;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;"Insurance;";;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Wholly manual;Manual supported by a tool;";IFPUG 4;"IFPUG 4;";;"IBM MAINFRAME;";"COBOL II;";"MVS ESA;";;Don't Know;"DB2;";;;;;;;;;;;;;Don't Know;Yes;"Developed In-house;";;;;;"In-house for internal business unit;";;;Staff hours (recorded);2;;;;99%;;6769;3371;88;5017;45;15121;0;169;;;;;;;
26801;B;A;2004;;;;;Enhancement;;3GL;Java;IFPUG 4+;198;4. M1;202;1,02;4263;4263;4263;21,5;21,5;21,1;;;;;;;;;;;;;;4263;;;;;;;;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java;SQL;JavaScript;HTML;UNIX Shell Script;REXX;";;;;;;;;"Web;";;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;33;72;3;90;0;0;198;0;;;;;;;
26806;B;C;2006;Manufacturing;"Manufacturing;";Real-Time Application;"Embedded system/real-time application;";Enhancement;;3GL;;IFPUG 4+;;3. S;63;;1814;1814;1814;;;28,8;;;;;;2006;;;;;;;;1814;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"3GL;";;;;"Interactive;";;;;"Web;";;;;;;;;;;Yes;;;;;;;DE   (Mobile or Device Embedded);;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26810;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;4GL;.Net;IFPUG 4+;;4. M1;250;;755;755;755;;;3;;;;5;;2006;;;;;;;;755;;;;;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;".Net;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26812;A;A;2010;Government;"Government;Public administration;";Business Application;"Electronic Data Interchange;";New Development;Multi;4GL;ABAP;IFPUG 4+;183;4. M1;183;1;7327;7327;7327;40;40;40;0;8,7;0,7;21;0;17-may-10;"Planning;Specification;Design;Build;Test;Implement;Proj Management;";;;;;;;7327;0;0;0;0;;;CMMI Level 2;;;;;;;Client server;Yes;"Business logic or rule processing;";"Messaging server;";;;Web;;"Event Modelling;";;;"Budget;Business Case;Project Schedule;Quality Plan;Resource Plan;Risk Analysis;Project Mgt Plan;Software Development Plan;";"Requirements Specification;Functional Specification;Logical Data/ER Model;Data Flow Model;Event Model;External/System Interface Specifications;";"Timeboxing;";"System Architecture Spec;Technical Specification;Component Designs;Software Interface Designs;Detailed Design Documents;Module/Unit/Class Designs;";"Structured Design;Design Review/Inspection;";"Source Code/Objects;Unit Test Plans/Designs;Integration Scripts/Checklist;Load Test description;";"Unit Testing;Code Review/Inspection;Software Integration;System Integration;";"Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;";"Manual Testing;Create & Run Automated Testing;Performance, Stress or Load Testing;Regression Testing;System Integration Test;";"Installation Procedures;Release Description/Notes;Incident/Defect Lists;Operation/Admin. Manual;Monitoring (BAC/BAM) manual;";"Prepare for Delivery/Installation;Acceptance/Beta Testing;";"Manual supported by a tool;";IFPUG 4.2;"IFPUG 4.2;";;;"ABAP;";"All;";"SAP/PI;";"SAP;MQ Visual Edit;Package Inspector;";No;No;"Used for PI;";No;;;"Java;";;;;;;;;Yes;"Combined Developed/Purchased;";;;;;"Customer & team 1 org, users in another;";;;Recorded work on project tasks each day;1;sep-14;12;;;;80;98;0;0;5;183;;;;;;;;;
26818;B;A;2000;;;Business Application;"Transaction/Production System;";Enhancement;MF;3GL;COBOL;IFPUG 4+;37;3. S;31;0,84;297;297;297;8;8;9,6;;7,3;7,3;5,1;0;01-jul-00;;;82;;90;108;16;1;;;;;;;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.0;"IFPUG 4.0;";;"Mainframe 100%;";"COBOL;Focus 75%;";;;;"Focus;";;;;;;;;;;;;;No;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);1;1;1;;;;;;;;;;;;;;;;;;
26825;B;A;1998;;;;;Enhancement;;;;IFPUG 4+;749;5. M2;749;1;1654;1654;1654;2,2;2,2;2,2;8;249,7;31,2;3;0;feb-98;"Planning;Specification;Build;Test;";217;14;;1220;175;;28;;6;;6;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;;;;;;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;;;;Staff hours (recorded);1;05-ago;8;4,7;;;;;;;;;;;;;;;;;
26838;B;B;1995;Insurance;"Insurance;";Business Application;"Management Information System;";New Development;;;;IFPUG 4+;191;4. M1;191;;;6240;6240;;32,7;32,7;;10,1;;19;;ene-95;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;"Insurance;";;;;;;;No;;;Don't Know;;;;;;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Combined all tables into a single file;";;;;;Don't Know;;;;;;;;;;;;;;Don't Know;Yes;"Developed In-house;";;;;;"In-house for internal business unit;";;;Staff hours (derived);2;;;;;;;;;;;;;;;;;;;;
26842;B;A;2004;;;;;Enhancement;;3GL;COBOL;IFPUG 4+;8;1. XXS;8;0,96;54;54;54;6,8;6,8;6,8;;3,3;;2,4;0;;;;;;;;;54;;;;;;;;;;;;;;Client server;Yes;;;;"C/S;";;;;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"COBOL;";;;;;;;;"C/S;";;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26845;B;A;1998;;;;;New Development;;;;IFPUG 4+;629;5. M2;629;1;2628;3551;2628;4,2;5,6;4,2;27;89,9;18;7;0;dic-98;"Planning;Build;Test;";90;;;2000;537;;1;;17;;17;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;;;;;;;;;;;;;;;;;;Yes;Don't Know;;;;;;;;;Staff hours (recorded);1;05-ago;5;;;;;;;;;;;;;;;;;;
26848;A;A;1996;Insurance;"Insurance;";Business Application;"Decision Support System;";Enhancement;PC;;;IFPUG 4+;185;4. M1;194;1,05;;1440;1440;;7,8;7,4;;23,1;;8;0;ago-96;"Planning;Specification;Build;Test;Implement;";;;;;;;;;;;;"Insurance;";;;;;;;No;;Client server;Yes;;;"LAN Based;";"Client: presentation; Server: processing;";;;;;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4;"IFPUG 4;";"Combined all tables into a single file;";"PC;Mini-Mid Range;";;;;Don't Know;;;;;;;;;;;;;;Don't Know;Yes;"Developed In-house;";;;;;"In-house for internal business unit;";;;Staff hours (derived);2;;;;;;48;47;28;27;35;185;0;0;;;;;;;
26849;B;A;1993;Government;"Public Administration;";Business Application;"Transaction/Production System;";New Development;MF;4GL;COBOL;IFPUG old;1600;6. L;1664;1,04;404;404;404;0,3;0,3;0,2;;32;2,9;50;;oct-93;;;;;;;;404;;;;;"Personnel;";;;;;;;No;;Stand alone;;;;;;;"Joint Application Development (JAD);Multifunctional Teams;";;Yes;;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 3;"IFPUG 3;";"Counted each table as a logical file;";"HDS EX100;";"COBOLL II REL 3   ADS   DYL280;";"MVS/ESA 3.3;";;"VIA SMART TEST;";"IDMS 10.2;";;;;;;;;;;;;;Yes;Yes;"Purchased;";>5;>5;;>5;"In-house for external business unit;";;;'Productive' time only (recorded);1;sep-14;11;;;;395;537;226;245;197;1600;;;;;;;;;
26854;C;A;1999;Electronics & Computers;"Information Technology Services Provider;";;"Web-based application;";New Development;PC;;;IFPUG 4+;426;5. M2;520;1,23;10123;10123;10123;23,8;23,8;19,5;112,7;106,5;4,1;4;0;nov-99;"Specification;Build;Test;Implement;";1600;1680;;4510;895;1438;0;44;4;0;48;"Sales;";;;;;;;No;;Client server;Yes;;;"LAN Based;";;Web;;"Process Modelling;";;;;;;;;;;;;;;;not given;;;"INTEL PENTIUM;INTEL PENTIUM II;";;"Windows NT 4;";;"Oracle D2K;";"Oracle;";;;;"Developer 2000 V 1.3.2, Designer 2000 V 1.3.2;";;;;;;;;;Yes;Yes;"Developed In-house;";;;;;"External for external business unit;";;;Combination;1;21-30;26;26;;;0;0;196;230;0;426;;;;;;;;;
26856;B;A;1998;;;;;Enhancement;;3GL;C;IFPUG 4+;1004;6. L;1004;1;15800;15800;15800;15,7;15,7;15,7;;83,7;4,4;12;0;mar-98;;;;;;;;15800;;;;;;;;;;;;Don't Know;;;;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";"CPM4.0;Addendum to existing standards;";"CPM4.0;Addendum to existing standards;";"Don't Know;";;"C;VB;";;;;;;;;;;;;;;;;;Don't Know;Don't Know;;;;;;;;;Staff hours (recorded);1;15-20;19;;;;;;;;;;;;;;;;;;
26857;B;A;2002;Communication;"Communications;";Business Application;"Sales contact management;";New Development;MF;3GL;RPG;IFPUG 4+;82;3. S;82;;700;700;700;8,5;8,5;8,5;;41;;2;0;31-oct-02;"Planning;Specification;Build;Test;";;;;;;;700;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"RPG;";"OS/400;";;;"DB2/400;";;;;;;;;;;;;;No;Yes;"Developed In-house;";;;;;;;;Staff hours (recorded);1;;;;100%;under 5%;30;27;6;0;19;82;;;;;;;;;
26858;C;B;2008;Insurance;"Insurance;";;;Enhancement;MF;3GL;COBOL;FiSMA;;5. M2;867;;3995;3995;1718;;;2;;;;6,1;0,09;31-ago-08;"Design;Test;Implement;";;;;;;;1718;;;;;;;;;;;;;;Stand alone;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"MAINFRAME;";"COBOL;";;;;;;;;;;;;;;;;;Yes;Yes;;;;jun-50;;"In-house for internal business unit;";;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26861;B;B;2010;Electronics & Computers;"High Tech;";Business Application;"Course Management;";New Development;Proprietary;5GL;Proprietary Agile Platform;IFPUG 4+;138;4. M1;138;;87;87;87;0,6;0,6;0,6;;138;;1;;jul-10;;;;;;;;87;;;;;;;;;;;;;;Multi-tier with web public interface;;;;;;Web;"Agile Development;";;;;;;;;;;;;;;;"Automated by a tool;";IFPUG 4.3;"IFPUG 4.3;";;;"OutSystems Agile Platform;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Automated by development tool;1;;;;;;;;;;;;;;;;;;;;
26865;B;B;2006;Financial;"Financial, Property & Business Services;(Banking, Insurance, Stock);";Business Application;"Customer billing/relationship management;";New Development;PC;3GL;Java;Mark II;14656;8. XXL;14656;;6792;6792;6792;0,5;0,5;0,5;;1480,4;148;9,9;;;"Planning;Specification;Design;Build;Implement;";72;124;1780;3459;0;1188;169;;;;;"Banking;Financial (Banking, Insurance, Stock);";;;;;;;;;Client server;Yes;;;;"Browser-server Architecture;";;"Waterfall (includes Linear Processing);";;;;;;"Specification Review;";;"Structured Design;Design Review/Inspection;Useability Review/Testing;";;;;;;;;Mk II;"MARKII;";;;"Java;C++;";"Linux;";"Eclipse;";;"Oracle;";;;;;;;;;;;;;Yes;Yes;"Developed In-house;";29;2;;30;"Customer, users, team in different orgs;";;;Staff hours (recorded);1;sep-14;10;3,8;;;;;;;;;;;;;;;139.480;;
26871;B;A;1999;Manufacturing;"Manufacturing;";Business Application;"Sales contact management;";New Development;Multi;4GL;Oracle;IFPUG 4+;2288;6. L;2288;;14811;14811;13774;6,5;6,5;6;;190,7;;12;0;30-nov-99;"Planning;Specification;Build;Test;";;;;;;;13774;;;;;"Don't Know;";;;;;;;No;;Multi-tier / Client server;Yes;;;;"C/S;";;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MR;";"Developer2000;";"UNIX;";;;"Oracle 8.05;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (derived);1;;;;100%;under 5%;636;679;279;640;54;2288;;;;;;;;;
26872;A;A;2000;Insurance;"Insurance;";Business Application;"Electronic Data Interchange;";Enhancement;MF;3GL;COBOL;IFPUG 4+;142;4. M1;185;1,3;6416;6416;6416;45,2;45,2;34,7;35,2;8,9;1,3;16;0;jun-00;"Planning;Specification;Build;Test;Implement;";527;2278;;1016;2335;260;0;5;0;0;5;"Insurance;";;;;;;;No;;Stand alone;No;;;;;;;;;;;;;;;;;;;;;"Wholly manual;";IFPUG 4;"IFPUG 4;";;"IBM MAINFRAME;";"COBOL;";"MVS;";;No;"DB2;";;;;;;;;;;;;;No;Yes;"Developed In-house;";1;1;;21;"In-house for internal business unit;";;;Combination;1;05-ago;7;;;;36;14;50;32;10;142;0;0;;;;;;;
26876;A;A;2000;Communication;"Communications;";Business Application;"Electronic Data Interchange;";New Development;MR;;;IFPUG 4+;156;4. M1;134;0,86;1213;1461;1213;7,8;9,4;9,1;;31,2;7,8;5;;sep-00;"Specification;Build;Test;";;;;;;;1213;;;;;"Telecommunications;";;;;;;;;;Stand alone;;;;;;;;"Data Modelling;Prototyping;";;Yes;;;;;;;;;;;;"Manual supported by a tool;";IFPUG 4.0 & Addendum to existing standards;"Addendum to existing standards;";"Combined all tables into a single file;";"SUN;";;"UNIX;";;;"Oracle;";;;;;;;;;;;;;;Yes;"Developed In-house;";;;;;"Outsourced for internal business unit;";;;Staff hours (recorded);1;03-abr;4;4;100%;;43;0;77;36;0;156;;;;;;;;;
26879;B;C;2006;;;Business Application;"Financial transaction process/accounting;";Enhancement;Multi;3GL;Java;IFPUG 4+;;2. XS;10;;103;103;103;;;10,3;;;;0,78;;2006;;;;;;;;103;;;;0;;;;;;;;;;;;;;;;Web;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;;"Java / similar;";;;;"Interactive;";;;;"Web e-bus;";;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26881;B;A;2000;Manufacturing;"Manufacturing;";;;Enhancement;MF;3GL;PL/I;IFPUG 4+;340;5. M2;364;1,07;410;7052;7052;1,2;20,7;19,4;0;42,5;3,5;8;0;ago-00;"Planning;Specification;Build;Test;Implement;";;;;;;;410;0;0;0;0;"Manufacturing;";Software-CMM Level 2;;;ISO 9000;;;;;Stand alone;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.1;"IFPUG 4.1;";;"IBM Mainframe (All Types);";"PL/I;JavaScript  50%;";"MS Windows NT;MVS;";;;"DB2;IMS;";;;;"Screen Control: MS Windows(AllI) primary/IMS DC secondary, Network Operating System: SNA/Windows NT;";;;;;;;;;;Yes;;;;;250;;;;Staff hours (recorded);4;sep-14;12;;;;;;;;;;;;;;;;;;
26884;B;C;2006;Manufacturing;"Manufacturing;";Real-Time Application;"Embedded system/real-time application;";Enhancement;MR;3GL;;IFPUG 4+;;4. M1;110;;2243;2243;2243;;;20,4;;;;;;2006;;;;;;;;2243;;;;;;;;;;;;;;;;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;IFPUG;"IFPUG;";;"Midrange;";"3GL;";;;;"Interactive;";;;;;;;;;;;;;;Yes;;;;;;;DE   (Mobile or Device Embedded);;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26886;B;A;2002;Insurance;"Insurance;";Business Application;"Financial transaction process/accounting;";Enhancement;MF;3GL;COBOL;IFPUG 4+;84;3. S;84;;1078;1078;1078;12,8;12,8;12,8;;21;;4;0;30-sep-02;"Planning;Specification;Build;Test;Implement;";;;;;;;1078;;;;;"Don't Know;";;;;;;;No;;;Don't Know;;;;;;"Waterfall (includes Linear Processing);";;;;;;;;;;;;;;;;Addendum to existing standards;"Addendum to existing standards;";"Don't Know;";"MF;";"COBOL;";"OS2;";;;"IMSDB;";;;;;;;;;;;;;No;Don't Know;;;;;;;;;Staff hours (recorded);1;;;;100%;Unable to estimate;13;21;6;32;12;49;35;0;;;;;;;
26895;B;B;2003;;;;;Enhancement;MR;3GL;C++;IFPUG 4+;29;2. XS;29;;203;203;203;7;7;7;;36,3;;0,8;;31-oct-03;"From Feasibility to Implementation;";;;;;;;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;IFPUG 4.0;"IFPUG 4.0;";;"Midrange;";"C++;";;;;;;;;;;;;;;;;;;;;;;;;;;;Recorded hours on each project/day/week;1;;;;;;;;;;;;;;;;;;;;
26898;B;;2005;Banking;"Banking;";Business Application;"Financial transaction process/accounting;";New Development;PC;4GL;.Net;COSMIC;22;2. XS;22;;116;116;106;5,3;5,3;4,8;;;;;;30-sep-05;;;0;27;72;7;0;0;;;;;;;CMMI Level-1,5;;;;;;;;;;;;;Web;;;;;;;;;;;;;;;;"Wholly manual;";COSMIC 3.0;"COSMIC 3.0;";;;".Net;";"Windows;";;;;;;;;;;;;;;;;;;;;;;;;;;Staff hours (recorded);1;;;;;;;;;;;;;;;;;;;;
26911;B;C;2000;Banking;"Banking;";;;New Development;;3GL;COBOL;FiSMA;;6. L;1328;;18706;18977;17147;;;12,9;;;;24;1;07-ene-00;"Specification;Design;Build;Test;Implement;";;765;3870;10000;2000;200;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Automated by a tool;";FiSMA;"FiSMA;";;"Not Defined;";"COBOL;";;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Staff hours (recorded);4;;;;;;;;;;;;;;;;;;;;
